"936258270284656641","189658688","James Wong","Botanygeek"
"998602690128171009","87922339","Rothamsted Research","Rothamsted"
"905086154323750912","87922339","Rothamsted Research","Rothamsted"
"913328907918745600","4727331819","Jackie Stroud","wormscience"
"861308611917754369","87922339","Rothamsted Research","Rothamsted"
"923147859679203335","417885365","Pete","Drosophilic"
"919604452100837376","189658688","James Wong","Botanygeek"
"977470146070577152","776395419123380224","Steve Clark","SteveClark1980"
"1001003986370080768","4662948142","David S. Powlson","PowlsonDavid"
"985244653451608064","108145016","Tom Allen-Stevens","tomallenstevens"
"297238120351547392","37230319","Wheat & Canola","Arable_Farmer"
"976453931382558720","22256435","simon vink","simonvink"
"927546342595072000","87922339","Rothamsted Research","Rothamsted"
"695717145259483146","2776541580","Oat Newsletter","OatNewsletter"
"861999298770333696","2201032880","RothamstedEnterprises","RothamstedCRE"
"289360782196621312","888499448","eRA at Rothamsted","eRA_Curator"
"862296759762079746","2168617886","Yara UK","Yara_UK"
"985074117765468160","189658688","James Wong","Botanygeek"
"506393642987429889","741221534082183168","TGAC","GenomeAnalysis"
"1109920712603648000","87922339","Rothamsted Research","Rothamsted"
"524292058283249665","12336662","Nick Stone","typejunky"
"794154157078876160","87922339","Rothamsted Research","Rothamsted"
"572810950266339328","23184591","Biotechnology and Biological Sciences Research","BBSRC"
"537651898158153729","87922339","Rothamsted Research","Rothamsted"
"506390698007216128","741221534082183168","TGAC","GenomeAnalysis"
"1141565072118112256","206372089","Jon Agar","jon_agar"
"506390698007216128","2829477562","SGM","SocGenMicro"
"1010634762179014657","4873388127","Martin Harwood","MartinHarwood11"
"1010190925392437249","4727331819","Jackie Stroud","wormscience"
"839422048892043265","21389328","Hans Lak ❤️🌍","HansLak"
"985578769405575169","4282244723","Ben Taylor-Davies","bentd76"
"824964128297066497","87922339","Rothamsted Research","Rothamsted"
"1023477353148768257","4282244723","Ben Taylor-Davies","bentd76"
"1037385338854014976","782482915800276992","Heritage Wheat","heritage_wheat"
"694491420573462528","87922339","Rothamsted Research","Rothamsted"
"917415714830667784","87922339","Rothamsted Research","Rothamsted"
"729411319099756544","1043602884","Achim Dobermann","achimdobermann"
"998489851791073280","888499448","eRA at Rothamsted","eRA_Curator"
"469875018735030272","87922339","Rothamsted Research","Rothamsted"
"1121812154175434752","87922339","Rothamsted Research","Rothamsted"
"1080855501053796352","87922339","Rothamsted Research","Rothamsted"
"537649864516325376","87922339","Rothamsted Research","Rothamsted"
"448415782964576256","87922339","Rothamsted Research","Rothamsted"
"977470146070577152","2520948986","Richard Wainwright","Wainwright7830"
"506390698007216128","23184591","Biotechnology and Biological Sciences Research","BBSRC"
"861984664805941248","1043602884","Achim Dobermann","achimdobermann"
"1130493607197253634","234812980","Wervel vzw","Wervelvzw"
"1037344551105687554","1151362506","Val Giddings","prometheusgreen"
"992314339494264833","888499448","eRA at Rothamsted","eRA_Curator"
